filename,speaker
Personal_DB/TEST/Arthur/arthur_6.wav,Arthur
Personal_DB/TEST/Aurelien/aure_6.wav,Aurelien
Personal_DB/TEST/Elliot/elliot_6.wav,Elliot
Personal_DB/TEST/Lola/lola_6.wav,Lola
Personal_DB/TEST/Mack/mack_6.wav,Mack
Personal_DB/TEST/Mathis/mathis_6.wav,Mathis
Personal_DB/TEST/Neo/neo_6.wav,Neo
Personal_DB/TEST/Olivier/olivier_6.wav,Olivier
Personal_DB/TEST/Papa/papa_6.wav,Papa
Personal_DB/TEST/Pauline/pauline_6.wav,Pauline
Personal_DB/TEST/Theo/theo_6.wav,Theo
Personal_DB/TEST/Xaviere/xaviere_6.wav,Xaviere
