filename,speaker
Personal_DB/ENROLL/Arthur/test_0.wav,Arthur
Personal_DB/ENROLL/Arthur/test_1.wav,Arthur
Personal_DB/ENROLL/Arthur/test_2.wav,Arthur
Personal_DB/ENROLL/Arthur/test_3.wav,Arthur
Personal_DB/ENROLL/Arthur/test_4.wav,Arthur
Personal_DB/ENROLL/Arthur/test_5.wav,Arthur
Personal_DB/ENROLL/Arthur/test_7.wav,Arthur
Personal_DB/ENROLL/Arthur/test_8.wav,Arthur
Personal_DB/ENROLL/Arthur/test_9.wav,Arthur
Personal_DB/ENROLL/Aurelien/test_0.wav,Aurelien
Personal_DB/ENROLL/Aurelien/test_1.wav,Aurelien
Personal_DB/ENROLL/Aurelien/test_2.wav,Aurelien
Personal_DB/ENROLL/Aurelien/test_3.wav,Aurelien
Personal_DB/ENROLL/Aurelien/test_4.wav,Aurelien
Personal_DB/ENROLL/Aurelien/test_5.wav,Aurelien
Personal_DB/ENROLL/Aurelien/test_7.wav,Aurelien
Personal_DB/ENROLL/Aurelien/test_8.wav,Aurelien
Personal_DB/ENROLL/Aurelien/test_9.wav,Aurelien
Personal_DB/ENROLL/Elliot/test_0.wav,Elliot
Personal_DB/ENROLL/Elliot/test_1.wav,Elliot
Personal_DB/ENROLL/Elliot/test_2.wav,Elliot
Personal_DB/ENROLL/Elliot/test_3.wav,Elliot
Personal_DB/ENROLL/Elliot/test_4.wav,Elliot
Personal_DB/ENROLL/Elliot/test_5.wav,Elliot
Personal_DB/ENROLL/Elliot/test_7.wav,Elliot
Personal_DB/ENROLL/Elliot/test_8.wav,Elliot
Personal_DB/ENROLL/Elliot/test_9.wav,Elliot
Personal_DB/ENROLL/Lola/test_0.wav,Lola
Personal_DB/ENROLL/Lola/test_1.wav,Lola
Personal_DB/ENROLL/Lola/test_2.wav,Lola
Personal_DB/ENROLL/Lola/test_3.wav,Lola
Personal_DB/ENROLL/Lola/test_4.wav,Lola
Personal_DB/ENROLL/Lola/test_5.wav,Lola
Personal_DB/ENROLL/Lola/test_7.wav,Lola
Personal_DB/ENROLL/Lola/test_8.wav,Lola
Personal_DB/ENROLL/Lola/test_9.wav,Lola
Personal_DB/ENROLL/Mack/test_0.wav,Mack
Personal_DB/ENROLL/Mack/test_1.wav,Mack
Personal_DB/ENROLL/Mack/test_2.wav,Mack
Personal_DB/ENROLL/Mack/test_3.wav,Mack
Personal_DB/ENROLL/Mack/test_4.wav,Mack
Personal_DB/ENROLL/Mack/test_5.wav,Mack
Personal_DB/ENROLL/Mack/test_7.wav,Mack
Personal_DB/ENROLL/Mack/test_8.wav,Mack
Personal_DB/ENROLL/Mack/test_9.wav,Mack
Personal_DB/ENROLL/Mathis/test_0.wav,Mathis
Personal_DB/ENROLL/Mathis/test_1.wav,Mathis
Personal_DB/ENROLL/Mathis/test_2.wav,Mathis
Personal_DB/ENROLL/Mathis/test_3.wav,Mathis
Personal_DB/ENROLL/Mathis/test_4.wav,Mathis
Personal_DB/ENROLL/Mathis/test_5.wav,Mathis
Personal_DB/ENROLL/Mathis/test_7.wav,Mathis
Personal_DB/ENROLL/Mathis/test_8.wav,Mathis
Personal_DB/ENROLL/Mathis/test_9.wav,Mathis
Personal_DB/ENROLL/Neo/test_0.wav,Neo
Personal_DB/ENROLL/Neo/test_1.wav,Neo
Personal_DB/ENROLL/Neo/test_2.wav,Neo
