filename,speaker
TIMIT_SR/ENROLL/DR5/FASW0/SI1550.WAV,FASW0
TIMIT_SR/ENROLL/DR5/FASW0/SI2180.WAV,FASW0
TIMIT_SR/ENROLL/DR5/FASW0/SI920.WAV,FASW0
TIMIT_SR/ENROLL/DR5/FASW0/SX110.WAV,FASW0
TIMIT_SR/ENROLL/DR5/FASW0/SX20.WAV,FASW0
TIMIT_SR/ENROLL/DR5/FASW0/SX200.WAV,FASW0
TIMIT_SR/ENROLL/DR5/FASW0/SX290.WAV,FASW0
TIMIT_SR/ENROLL/DR5/FASW0/SX380.WAV,FASW0
TIMIT_SR/ENROLL/DR5/FAWF0/SI1000.WAV,FAWF0
TIMIT_SR/ENROLL/DR5/FAWF0/SI1630.WAV,FAWF0
TIMIT_SR/ENROLL/DR5/FAWF0/SI2260.WAV,FAWF0
TIMIT_SR/ENROLL/DR5/FAWF0/SX10.WAV,FAWF0
TIMIT_SR/ENROLL/DR5/FAWF0/SX100.WAV,FAWF0
TIMIT_SR/ENROLL/DR5/FAWF0/SX190.WAV,FAWF0
TIMIT_SR/ENROLL/DR5/FAWF0/SX280.WAV,FAWF0
TIMIT_SR/ENROLL/DR5/FAWF0/SX370.WAV,FAWF0
TIMIT_SR/ENROLL/DR5/FBJL0/SI1552.WAV,FBJL0
TIMIT_SR/ENROLL/DR5/FBJL0/SI2182.WAV,FBJL0
TIMIT_SR/ENROLL/DR5/FBJL0/SI922.WAV,FBJL0
TIMIT_SR/ENROLL/DR5/FBJL0/SX112.WAV,FBJL0
TIMIT_SR/ENROLL/DR5/FBJL0/SX202.WAV,FBJL0
TIMIT_SR/ENROLL/DR5/FBJL0/SX22.WAV,FBJL0
TIMIT_SR/ENROLL/DR5/FBJL0/SX292.WAV,FBJL0
TIMIT_SR/ENROLL/DR5/FBJL0/SX382.WAV,FBJL0
TIMIT_SR/ENROLL/DR5/FBMH0/SI1136.WAV,FBMH0
TIMIT_SR/ENROLL/DR5/FBMH0/SI1766.WAV,FBMH0
TIMIT_SR/ENROLL/DR5/FBMH0/SI970.WAV,FBMH0
TIMIT_SR/ENROLL/DR5/FBMH0/SX146.WAV,FBMH0
TIMIT_SR/ENROLL/DR5/FBMH0/SX236.WAV,FBMH0
TIMIT_SR/ENROLL/DR5/FBMH0/SX326.WAV,FBMH0
TIMIT_SR/ENROLL/DR5/FBMH0/SX416.WAV,FBMH0
TIMIT_SR/ENROLL/DR5/FBMH0/SX56.WAV,FBMH0
TIMIT_SR/ENROLL/DR5/FCAL1/SI1403.WAV,FCAL1
TIMIT_SR/ENROLL/DR5/FCAL1/SI2033.WAV,FCAL1
TIMIT_SR/ENROLL/DR5/FCAL1/SI773.WAV,FCAL1
TIMIT_SR/ENROLL/DR5/FCAL1/SX143.WAV,FCAL1
TIMIT_SR/ENROLL/DR5/FCAL1/SX233.WAV,FCAL1
TIMIT_SR/ENROLL/DR5/FCAL1/SX323.WAV,FCAL1
TIMIT_SR/ENROLL/DR5/FCAL1/SX413.WAV,FCAL1
TIMIT_SR/ENROLL/DR5/FCAL1/SX53.WAV,FCAL1
TIMIT_SR/ENROLL/DR5/FCDR1/SI1186.WAV,FCDR1
TIMIT_SR/ENROLL/DR5/FCDR1/SI1816.WAV,FCDR1
TIMIT_SR/ENROLL/DR5/FCDR1/SI556.WAV,FCDR1
TIMIT_SR/ENROLL/DR5/FCDR1/SX106.WAV,FCDR1
TIMIT_SR/ENROLL/DR5/FCDR1/SX16.WAV,FCDR1
TIMIT_SR/ENROLL/DR5/FCDR1/SX196.WAV,FCDR1
TIMIT_SR/ENROLL/DR5/FCDR1/SX286.WAV,FCDR1
TIMIT_SR/ENROLL/DR5/FCDR1/SX376.WAV,FCDR1
TIMIT_SR/ENROLL/DR5/FDMY0/SI1197.WAV,FDMY0
TIMIT_SR/ENROLL/DR5/FDMY0/SI567.WAV,FDMY0
TIMIT_SR/ENROLL/DR5/FDMY0/SI714.WAV,FDMY0
TIMIT_SR/ENROLL/DR5/FDMY0/SX117.WAV,FDMY0
TIMIT_SR/ENROLL/DR5/FDMY0/SX207.WAV,FDMY0
TIMIT_SR/ENROLL/DR5/FDMY0/SX27.WAV,FDMY0
TIMIT_SR/ENROLL/DR5/FDMY0/SX297.WAV,FDMY0
TIMIT_SR/ENROLL/DR5/FDMY0/SX387.WAV,FDMY0
TIMIT_SR/ENROLL/DR5/FDTD0/SI1561.WAV,FDTD0
TIMIT_SR/ENROLL/DR5/FDTD0/SI2191.WAV,FDTD0
TIMIT_SR/ENROLL/DR5/FDTD0/SI931.WAV,FDTD0
TIMIT_SR/ENROLL/DR5/FDTD0/SX121.WAV,FDTD0
TIMIT_SR/ENROLL/DR5/FDTD0/SX211.WAV,FDTD0
TIMIT_SR/ENROLL/DR5/FDTD0/SX301.WAV,FDTD0
TIMIT_SR/ENROLL/DR5/FDTD0/SX321.WAV,FDTD0
TIMIT_SR/ENROLL/DR5/FDTD0/SX391.WAV,FDTD0
TIMIT_SR/ENROLL/DR5/FEAR0/SI1252.WAV,FEAR0
TIMIT_SR/ENROLL/DR5/FEAR0/SI1882.WAV,FEAR0
TIMIT_SR/ENROLL/DR5/FEAR0/SI622.WAV,FEAR0
TIMIT_SR/ENROLL/DR5/FEAR0/SX172.WAV,FEAR0
TIMIT_SR/ENROLL/DR5/FEAR0/SX262.WAV,FEAR0
TIMIT_SR/ENROLL/DR5/FEAR0/SX352.WAV,FEAR0
TIMIT_SR/ENROLL/DR5/FEAR0/SX442.WAV,FEAR0
TIMIT_SR/ENROLL/DR5/FEAR0/SX82.WAV,FEAR0
TIMIT_SR/ENROLL/DR5/FEXM0/SI1101.WAV,FEXM0
TIMIT_SR/ENROLL/DR5/FEXM0/SI1731.WAV,FEXM0
TIMIT_SR/ENROLL/DR5/FEXM0/SI482.WAV,FEXM0
TIMIT_SR/ENROLL/DR5/FEXM0/SX111.WAV,FEXM0
TIMIT_SR/ENROLL/DR5/FEXM0/SX201.WAV,FEXM0
TIMIT_SR/ENROLL/DR5/FEXM0/SX291.WAV,FEXM0
TIMIT_SR/ENROLL/DR5/FEXM0/SX366.WAV,FEXM0
TIMIT_SR/ENROLL/DR5/FEXM0/SX381.WAV,FEXM0
TIMIT_SR/ENROLL/DR5/FGDP0/SI1618.WAV,FGDP0
TIMIT_SR/ENROLL/DR5/FGDP0/SI2248.WAV,FGDP0
TIMIT_SR/ENROLL/DR5/FGDP0/SI988.WAV,FGDP0
TIMIT_SR/ENROLL/DR5/FGDP0/SX178.WAV,FGDP0
TIMIT_SR/ENROLL/DR5/FGDP0/SX268.WAV,FGDP0
TIMIT_SR/ENROLL/DR5/FGDP0/SX358.WAV,FGDP0
TIMIT_SR/ENROLL/DR5/FGDP0/SX448.WAV,FGDP0
TIMIT_SR/ENROLL/DR5/FGDP0/SX88.WAV,FGDP0
TIMIT_SR/ENROLL/DR5/FGMB0/SI1145.WAV,FGMB0
TIMIT_SR/ENROLL/DR5/FGMB0/SI1775.WAV,FGMB0
