filename,speaker
VoxCeleb_SR/ENROLL/id10001/1zcIwhmdeo4/00001.wav,id10001
VoxCeleb_SR/ENROLL/id10001/1zcIwhmdeo4/00002.wav,id10001
VoxCeleb_SR/ENROLL/id10001/1zcIwhmdeo4/00003.wav,id10001
VoxCeleb_SR/ENROLL/id10001/7gWzIy6yIIk/00001.wav,id10001
VoxCeleb_SR/ENROLL/id10001/7gWzIy6yIIk/00002.wav,id10001
VoxCeleb_SR/ENROLL/id10001/7gWzIy6yIIk/00003.wav,id10001
VoxCeleb_SR/ENROLL/id10001/7gWzIy6yIIk/00004.wav,id10001
VoxCeleb_SR/ENROLL/id10001/7w0IBEWc9Qw/00001.wav,id10001
VoxCeleb_SR/ENROLL/id10001/7w0IBEWc9Qw/00002.wav,id10001
VoxCeleb_SR/ENROLL/id10001/7w0IBEWc9Qw/00003.wav,id10001
VoxCeleb_SR/ENROLL/id10001/7w0IBEWc9Qw/00004.wav,id10001
VoxCeleb_SR/ENROLL/id10001/7w0IBEWc9Qw/00005.wav,id10001
VoxCeleb_SR/ENROLL/id10001/7w0IBEWc9Qw/00006.wav,id10001
VoxCeleb_SR/ENROLL/id10001/7w0IBEWc9Qw/00007.wav,id10001
VoxCeleb_SR/ENROLL/id10001/7w0IBEWc9Qw/00008.wav,id10001
VoxCeleb_SR/ENROLL/id10001/7w0IBEWc9Qw/00009.wav,id10001
VoxCeleb_SR/ENROLL/id10001/7w0IBEWc9Qw/00010.wav,id10001
VoxCeleb_SR/ENROLL/id10001/9mQ11vBs1wc/00001.wav,id10001
VoxCeleb_SR/ENROLL/id10001/9mQ11vBs1wc/00002.wav,id10001
VoxCeleb_SR/ENROLL/id10001/9mQ11vBs1wc/00003.wav,id10001
VoxCeleb_SR/ENROLL/id10001/9mQ11vBs1wc/00004.wav,id10001
VoxCeleb_SR/ENROLL/id10001/DtdEYdViWdw/00001.wav,id10001
VoxCeleb_SR/ENROLL/id10001/DtdEYdViWdw/00002.wav,id10001
VoxCeleb_SR/ENROLL/id10001/DtdEYdViWdw/00003.wav,id10001
VoxCeleb_SR/ENROLL/id10001/eWIX7sfn-M0/00001.wav,id10001
VoxCeleb_SR/ENROLL/id10001/Y8hIVOBuels/00001.wav,id10001
VoxCeleb_SR/ENROLL/id10001/Y8hIVOBuels/00002.wav,id10001
VoxCeleb_SR/ENROLL/id10001/Y8hIVOBuels/00003.wav,id10001
VoxCeleb_SR/ENROLL/id10001/Y8hIVOBuels/00004.wav,id10001
VoxCeleb_SR/ENROLL/id10001/Y8hIVOBuels/00005.wav,id10001
VoxCeleb_SR/ENROLL/id10001/Y8hIVOBuels/00006.wav,id10001
VoxCeleb_SR/ENROLL/id10001/Y8hIVOBuels/00007.wav,id10001
VoxCeleb_SR/ENROLL/id10001/Y8hIVOBuels/00008.wav,id10001
VoxCeleb_SR/ENROLL/id10001/Y8hIVOBuels/00009.wav,id10001
VoxCeleb_SR/ENROLL/id10001/Y8hIVOBuels/00010.wav,id10001
VoxCeleb_SR/ENROLL/id10001/zELwAz2W6hM/00001.wav,id10001
VoxCeleb_SR/ENROLL/id10001/zELwAz2W6hM/00002.wav,id10001
VoxCeleb_SR/ENROLL/id10001/zELwAz2W6hM/00003.wav,id10001
VoxCeleb_SR/ENROLL/id10001/zELwAz2W6hM/00004.wav,id10001
VoxCeleb_SR/ENROLL/id10001/zELwAz2W6hM/00005.wav,id10001
VoxCeleb_SR/ENROLL/id10001/zELwAz2W6hM/00006.wav,id10001
VoxCeleb_SR/ENROLL/id10001/zELwAz2W6hM/00007.wav,id10001
VoxCeleb_SR/ENROLL/id10001/zELwAz2W6hM/00008.wav,id10001
VoxCeleb_SR/ENROLL/id10001/zELwAz2W6hM/00009.wav,id10001
VoxCeleb_SR/ENROLL/id10001/zELwAz2W6hM/00010.wav,id10001
VoxCeleb_SR/ENROLL/id10001/zELwAz2W6hM/00011.wav,id10001
VoxCeleb_SR/ENROLL/id10001/zELwAz2W6hM/00012.wav,id10001
VoxCeleb_SR/ENROLL/id10001/zELwAz2W6hM/00013.wav,id10001
VoxCeleb_SR/ENROLL/id10001/zELwAz2W6hM/00014.wav,id10001
