filename,speaker
VoxCeleb_SR/TEST/id10001/J9lHsKG98U8/00001.wav,id10001
VoxCeleb_SR/TEST/id10001/J9lHsKG98U8/00002.wav,id10001
VoxCeleb_SR/TEST/id10001/J9lHsKG98U8/00003.wav,id10001
VoxCeleb_SR/TEST/id10001/J9lHsKG98U8/00004.wav,id10001
VoxCeleb_SR/TEST/id10001/J9lHsKG98U8/00005.wav,id10001
VoxCeleb_SR/TEST/id10001/J9lHsKG98U8/00006.wav,id10001
VoxCeleb_SR/TEST/id10001/J9lHsKG98U8/00007.wav,id10001
VoxCeleb_SR/TEST/id10001/J9lHsKG98U8/00008.wav,id10001
VoxCeleb_SR/TEST/id10001/J9lHsKG98U8/00009.wav,id10001
VoxCeleb_SR/TEST/id10001/J9lHsKG98U8/00010.wav,id10001
VoxCeleb_SR/TEST/id10001/J9lHsKG98U8/00011.wav,id10001
VoxCeleb_SR/TEST/id10001/J9lHsKG98U8/00012.wav,id10001
VoxCeleb_SR/TEST/id10001/J9lHsKG98U8/00013.wav,id10001
VoxCeleb_SR/TEST/id10001/J9lHsKG98U8/00014.wav,id10001
VoxCeleb_SR/TEST/id10001/J9lHsKG98U8/00015.wav,id10001
VoxCeleb_SR/TEST/id10001/J9lHsKG98U8/00016.wav,id10001
VoxCeleb_SR/TEST/id10001/J9lHsKG98U8/00017.wav,id10001
VoxCeleb_SR/TEST/id10001/J9lHsKG98U8/00018.wav,id10001
VoxCeleb_SR/TEST/id10001/J9lHsKG98U8/00019.wav,id10001
VoxCeleb_SR/TEST/id10001/J9lHsKG98U8/00020.wav,id10001
VoxCeleb_SR/TEST/id10001/J9lHsKG98U8/00021.wav,id10001
VoxCeleb_SR/TEST/id10001/J9lHsKG98U8/00022.wav,id10001
VoxCeleb_SR/TEST/id10001/J9lHsKG98U8/00023.wav,id10001
VoxCeleb_SR/TEST/id10001/J9lHsKG98U8/00024.wav,id10001
VoxCeleb_SR/TEST/id10001/J9lHsKG98U8/00025.wav,id10001
VoxCeleb_SR/TEST/id10001/J9lHsKG98U8/00026.wav,id10001
VoxCeleb_SR/TEST/id10001/utrA-v8pPm4/00001.wav,id10001
VoxCeleb_SR/TEST/id10002/QnnjJ9i5WFs/00001.wav,id10002
VoxCeleb_SR/TEST/id10002/QnnjJ9i5WFs/00002.wav,id10002
VoxCeleb_SR/TEST/id10002/RLKKsYiCMvc/00001.wav,id10002
VoxCeleb_SR/TEST/id10002/RLKKsYiCMvc/00002.wav,id10002
VoxCeleb_SR/TEST/id10002/RLKKsYiCMvc/00003.wav,id10002
VoxCeleb_SR/TEST/id10002/RLKKsYiCMvc/00004.wav,id10002
VoxCeleb_SR/TEST/id10002/RLKKsYiCMvc/00005.wav,id10002
VoxCeleb_SR/TEST/id10002/RLKKsYiCMvc/00006.wav,id10002
VoxCeleb_SR/TEST/id10002/RLKKsYiCMvc/00007.wav,id10002
VoxCeleb_SR/TEST/id10002/RLKKsYiCMvc/00008.wav,id10002
VoxCeleb_SR/TEST/id10002/RLKKsYiCMvc/00009.wav,id10002
VoxCeleb_SR/TEST/id10002/RLKKsYiCMvc/00010.wav,id10002
VoxCeleb_SR/TEST/id10002/RLKKsYiCMvc/00011.wav,id10002
VoxCeleb_SR/TEST/id10002/RLKKsYiCMvc/00012.wav,id10002
VoxCeleb_SR/TEST/id10002/RLKKsYiCMvc/00013.wav,id10002
VoxCeleb_SR/TEST/id10002/RLKKsYiCMvc/00014.wav,id10002
VoxCeleb_SR/TEST/id10002/RLKKsYiCMvc/00015.wav,id10002
VoxCeleb_SR/TEST/id10002/RLKKsYiCMvc/00016.wav,id10002
VoxCeleb_SR/TEST/id10002/RLKKsYiCMvc/00017.wav,id10002
VoxCeleb_SR/TEST/id10002/RLKKsYiCMvc/00018.wav,id10002
VoxCeleb_SR/TEST/id10002/RLKKsYiCMvc/00019.wav,id10002
VoxCeleb_SR/TEST/id10002/RLKKsYiCMvc/00020.wav,id10002
